,Book,Chapter,Verse,Original Text,Formatted Text
156,CHAPTER XII,1.0,3.0," Yet, hard The travail is for such as bend their minds To reach th' Unmanifest That viewless path Shall scarce be trod by man bearing the flesh! But whereso any doeth all his deeds Renouncing self for Me, full of Me, fixed To serve only the Highest, night and day Musing on Me--him will I swiftly lift Forth from life's ocean of distress and death, Whose soul clings fast to Me. Cling thou to Me!", yet  hard the travail is for such as bend their minds to reach th  unmanifest that viewless path shall scarce be trod by man bearing the flesh  but whereso any doeth all his deeds renouncing self for me  full of me  fixed to serve only the highest  night and day musing on me  him will i swiftly lift forth from life s ocean of distress and death  whose soul clings fast to me  cling thou to me 
157,CHAPTER XII,1.0,4.0," Clasp Me with heart and mind! so shalt thou dwell Surely with Me on high. But if thy thought Droops from such height; if thou be'st weak to set Body and soul upon Me constantly, Despair not! give Me lower service! seek To reach Me, worshipping with steadfast will; And, if thou canst not worship steadfastly, Work for Me, toil in works pleasing to Me!", clasp me with heart and mind  so shalt thou dwell surely with me on high  but if thy thought droops from such height  if thou be st weak to set body and soul upon me constantly  despair not  give me lower service  seek to reach me  worshipping with steadfast will  and  if thou canst not worship steadfastly  work for me  toil in works pleasing to me 
158,CHAPTER XII,1.0,5.0," For he that laboureth right for love of Me Shall finally attain! But, if in this Thy faint heart fails, bring Me thy failure! find Refuge in Me! let fruits of labour go, Renouncing hope for Me, with lowliest heart, So shalt thou come; for, though to know is more Than diligence, yet worship better is Than knowing, and renouncing better still.", for he that laboureth right for love of me shall finally attain  but  if in this thy faint heart fails  bring me thy failure  find refuge in me  let fruits of labour go  renouncing hope for me  with lowliest heart  so shalt thou come  for  though to know is more than diligence  yet worship better is than knowing  and renouncing better still 
159,CHAPTER XII,1.0,6.0," Near to renunciation--very near-- Dwelleth Eternal Peace! Who hateth nought Of all which lives, living himself benign, Compassionate, from arrogance exempt, Exempt from love of self, unchangeable By good or ill; patient, contented, firm In faith, mastering himself, true to his word, Seeking Me, heart and soul; vowed unto Me,-- That man I love! Who troubleth not his kind, And is not troubled by them; clear of wrath, Living too high for gladness, grief, or fear, That man I love! Who, dwelling quiet-eyed, Stainless, serene, well-balanced, unperplexed, Working with Me, yet from all works detached, That man I love! Who, fixed in faith on Me, Dotes upon none, scorns none; rejoices not, And grieves not, letting good or evil hap Light when it will, and when it will depart, That man I love! Who, unto friend and foe Keeping an equal heart, with equal mind Bears shame and glory; with an equal peace Takes heat and cold, pleasure and pain; abides Quit of desires, hears praise or calumny In passionless restraint, unmoved by each;", near to renunciation  very near   dwelleth eternal peace  who hateth nought of all which lives  living himself benign  compassionate  from arrogance exempt  exempt from love of self  unchangeable by good or ill  patient  contented  firm in faith  mastering himself  true to his word  seeking me  heart and soul  vowed unto me    that man i love  who troubleth not his kind  and is not troubled by them  clear of wrath  living too high for gladness  grief  or fear  that man i love  who  dwelling quiet eyed  stainless  serene  well balanced  unperplexed  working with me  yet from all works detached  that man i love  who  fixed in faith on me  dotes upon none  scorns none  rejoices not  and grieves not  letting good or evil hap light when it will  and when it will depart  that man i love  who  unto friend and foe keeping an equal heart  with equal mind bears shame and glory  with an equal peace takes heat and cold  pleasure and pain  abides quit of desires  hears praise or calumny in passionless restraint  unmoved by each 
160,CHAPTER XII,1.0,7.0," Linked by no ties to earth, steadfast in Me, That man I love! But most of all I love Those happy ones to whom 'tis life to live In single fervid faith and love unseeing, Drinking the blessed Amrit of my Being!", linked by no ties to earth  steadfast in me  that man i love  but most of all i love those happy ones to whom  tis life to live in single fervid faith and love unseeing  drinking the blessed amrit of my being 
161,CHAPTER XIII,1.0,1.0," Arjuna. Now would I hear, O gracious Kesava! Of Life which seems, and Soul beyond, which sees, And what it is we know-or think to know.", arjuna  now would i hear  o gracious kesava  of life which seems  and soul beyond  which sees  and what it is we know or think to know 
162,CHAPTER XIII,1.0,2.0," Krishna. Yea! Son of Kunti! for this flesh ye see Is Kshetra, is the field where Life disports; And that which views and knows it is the Soul, Kshetrajna. In all ""fields,"" thou Indian prince! I am Kshetrajna. I am what surveys! ", krishna  yea  son of kunti  for this flesh ye see is kshetra  is the field where life disports  and that which views and knows it is the soul  kshetrajna  in all  fields   thou indian prince  i am kshetrajna  i am what surveys  
163,CHAPTER XIII,1.0,3.0," Only that knowledge knows which knows the known By the knower! What it is, that ""field"" of life, What qualities it hath, and whence it is, And why it changeth, and the faculty That wotteth it, the mightiness of this, And how it wotteth-hear these things from Me!", only that knowledge knows which knows the known by the knower  what it is  that  field  of life  what qualities it hath  and whence it is  and why it changeth  and the faculty that wotteth it  the mightiness of this  and how it wotteth hear these things from me 
164,CHAPTER XIII,1.0,4.0," The elements, the conscious life, the mind, The unseen vital force, the nine strange gates Of the body, and the five domains of sense; Desire, dislike, pleasure and pain, and thought Deep-woven, and persistency of being; These all are wrought on Matter by the Soul!", the elements  the conscious life  the mind  the unseen vital force  the nine strange gates of the body  and the five domains of sense  desire  dislike  pleasure and pain  and thought deep woven  and persistency of being  these all are wrought on matter by the soul 
165,CHAPTER XIII,1.0,5.0," Humbleness, truthfulness, and harmlessness, Patience and honour, reverence for the wise. Purity, constancy, control of self, Contempt of sense-delights, self-sacrifice, Perception of the certitude of ill In birth, death, age, disease, suffering, and sin; Detachment, lightly holding unto home, Children, and wife, and all that bindeth men; An ever-tranquil heart in fortunes good And fortunes evil, with a will set firm To worship Me--Me only! ceasing not; Loving all solitudes, and shunning noise Of foolish crowds; endeavours resolute To reach perception of the Utmost Soul, And grace to understand what gain it were So to attain,--this is true Wisdom, Prince!", humbleness  truthfulness  and harmlessness  patience and honour  reverence for the wise  purity  constancy  control of self  contempt of sense delights  self sacrifice  perception of the certitude of ill in birth  death  age  disease  suffering  and sin  detachment  lightly holding unto home  children  and wife  and all that bindeth men  an ever tranquil heart in fortunes good and fortunes evil  with a will set firm to worship me  me only  ceasing not  loving all solitudes  and shunning noise of foolish crowds  endeavours resolute to reach perception of the utmost soul  and grace to understand what gain it were so to attain   this is true wisdom  prince 
166,CHAPTER XIII,1.0,6.0," And what is otherwise is ignorance! Now will I speak of knowledge best to know- That Truth which giveth man Amrit to drink, The Truth of HIM, the Para-Brahm, the All, The Uncreated;; not Asat, not Sat, Not Form, nor the Unformed; yet both, and more;-- Whose hands are everywhere, and everywhere Planted His feet, and everywhere His eyes Beholding, and His ears in every place Hearing, and all His faces everywhere Enlightening and encompassing His worlds.", and what is otherwise is ignorance  now will i speak of knowledge best to know  that truth which giveth man amrit to drink  the truth of him  the para brahm  the all  the uncreated   not asat  not sat  not form  nor the unformed  yet both  and more    whose hands are everywhere  and everywhere planted his feet  and everywhere his eyes beholding  and his ears in every place hearing  and all his faces everywhere enlightening and encompassing his worlds 
167,CHAPTER XIII,1.0,7.0," Glorified in the senses He hath given, Yet beyond sense He is; sustaining all, Yet dwells He unattached: of forms and modes Master, yet neither form nor mode hath He; He is within all beings--and without-- Motionless, yet still moving; not discerned For subtlety of instant presence; close To all, to each; yet measurelessly far!", glorified in the senses he hath given  yet beyond sense he is  sustaining all  yet dwells he unattached  of forms and modes master  yet neither form nor mode hath he  he is within all beings  and without   motionless  yet still moving  not discerned for subtlety of instant presence  close to all  to each  yet measurelessly far 
